ID,ยาสีฟันกลิสเทอร์,ลูกกลิ้งระงับกลิ่นเหงื,ออลแพลนท์โปรตีน450กรัม,ยาสีฟันกลิสเทอร์ขนาดพก,นิวทริไลท์น้ำมันปลา,ยาสีฟันกลิสเทอร์ไวท์,นิวทริไลท์การ์ลิค(กระ,นิวทริไลท์กรีนทีโปรตีน,นิวทริไลท์พริมโรสพลั,ไฟโตพาวเดอร์อะเซโรล่า,แก้วเชคนิวทริไลท์,นิวทริไลท์โปรตีนเบอร์ร,น้ำยาล้างจานดิชดรอปส,โลชั่นถนอมผิวอัลลาโน,นิวทริไลท์ไฟโตเบลนด์
M2480191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2480256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2483068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2487278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2488187,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1
M2488886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2488903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M2491030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2493864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
M2495201,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M2496903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2498648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M2499705,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M2500212,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
M2506831,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
M2508405,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
M2508405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2509003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2509660,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M2510714,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2527369,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
M2528919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2531088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2532501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2533421,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M2533424,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M2533428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2533437,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M2533445,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M2534124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2534210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M2534210,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
M2548340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M2549845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2551900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2551928,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M2551942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2553313,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
M2558355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2562021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2563710,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
M2566027,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M2568745,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
M2568752,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
M2571342,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M2573232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2573955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2574589,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
M2575553,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
M2576008,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
M2576880,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2576891,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
M2576929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2578373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2578388,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
M2578407,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
M2579469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2579639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2579675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2580513,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
M2581943,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M2582451,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2583497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2583504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2586011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2588484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2588835,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M2590945,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M2591499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M2592584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2592655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2592679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2593946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M2596385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2596555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2597467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2599667,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
M2599917,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M2601066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2601066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2603504,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
M2606028,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M2610324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2611931,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
M2611946,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
M2612893,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M2613407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2613555,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2615454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2617510,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
M2621526,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
M2624920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M2625972,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
M2626186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M2626404,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M2628050,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M2629188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2630860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2632526,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
M2632999,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
M2633923,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
M2646226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2649224,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M2649773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2650132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2650570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2651029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2652773,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
M2654251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2655939,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M2656573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2658434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M2659463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M2661206,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M2661750,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M2663850,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M2664701,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
M2666230,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
M2666937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2666951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2666969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2666985,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
M2668257,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M2668656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2669355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2670910,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
M2671464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2671472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2671770,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M2673767,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M2673773,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
M2673781,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2674807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M2677071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2678420,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M2679745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2680684,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
M2684387,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2686600,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
M2687321,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
M2690837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2693176,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M2693904,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
M2695866,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
M2696140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2700113,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
M2704506,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M2704770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2705637,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
M2708601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2716537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2720377,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
M2729007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2730072,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
M2731839,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M2732170,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
M2732838,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
M2733506,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M2737466,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
M2738054,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
M2739794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2740610,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M2742734,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M2745199,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M2745699,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M2747945,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
M2764456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2766301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M2770924,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
M2771156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2771472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2772280,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M2772845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M2774041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2775215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2776373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2779963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M2781203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2781335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M2783513,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
M2784015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2785016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2785580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M2789234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2789641,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
M2790671,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
M2792340,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M2792983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M2795733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3018473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3028111,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M3038900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M3059490,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M3059490,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
M3059491,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
M3061739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3120538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3153268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3165782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3201381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
M3235374,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
M3269541,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
M3275231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M3276353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3281755,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3290428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3292909,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M3316495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3332145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M3333321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M3347359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M3354406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3354716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3357801,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
M3371148,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M3382714,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M3389204,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
M3399783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3462487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3464217,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
M3473731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3481640,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3482046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3495166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3502505,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3502636,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
M3512380,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3514243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3516713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3517187,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3517304,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M3520526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
M3522692,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M3525745,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
M3531442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3531452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3534646,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M3538603,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M3538745,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
M3549787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3550560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3550576,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3556602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
M3558509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3566854,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
M3571579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3572001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3574920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3575179,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
M3578441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3592880,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
M3595325,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
M3599735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3602945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M3606342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3614115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M3614137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3617510,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M3620074,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M3622482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
M3625059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M3636587,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3643452,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
M3643649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
M3647456,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3647584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M3648661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3652203,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
M3652731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3657484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3658375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M3661137,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M3664726,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
M3666416,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
M3671352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M3672297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3801224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M3820898,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
M3851984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4029871,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M4125593,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
M4128248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4174336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4313818,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M4324774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4331444,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
M4446144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
M4587775,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
M4601587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4697814,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
M4708185,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M4789311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4860273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4911890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M4993255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M5163207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M5216147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M5335907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M5358314,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M5585849,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
M5871977,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
M5875246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
M5887705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M5917943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
M5944684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M5988665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M5993985,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
M6116079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6116079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6165357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6165358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6202600,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M6233966,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
M6329144,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
M6700474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6702491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M6705702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M6713610,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M6716647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M7014794,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M7033314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7053806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7056158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M713088,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7209011,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
M7213941,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
M7223095,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
M7231869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7233602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7233968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M7246971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7299711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7337308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M7343322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7356647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7361613,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M7382065,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M7399727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7460748,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7709669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7755142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7808409,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
M7824487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M7838190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M7927123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M7931233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M7969911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8006865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M8182292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M8183961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8208249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M8216663,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
M8323227,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M8394999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M8471201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M8485748,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M8536042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8552821,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
M8619985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8639000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
M8647277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8741857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8850500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M8967252,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
M9005274,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
M9008184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
M9040455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
M9041729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9043919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9052279,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
M9055357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9056997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9057226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9067138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9067616,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
M9074126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9076763,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
M9082641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9082701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9091988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
M9095070,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M9112495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9117729,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
M9202124,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
M9206372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M9211331,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0
M9214343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M9214454,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
M9223356,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
M9225844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
